feedback_id,ride_id,user_rating,captain_rating,issue_category,comments
FDBK034829,RIDE079310,2,5,Captain Rude or Unfriendly,Captain was polite and helpful
FDBK034830,RIDE042619,3,1,Captain Arrived Late,Fare charged was higher than expected
FDBK034831,RIDE022451,2,3,No Helmet Provided,Ride experience could be better
FDBK034832,,5,1,Bike in Poor Condition,
FDBK034833,RIDE055407,3,2,Navigation Confusion,Bike was not clean
FDBK034834,RIDE071237,3,4,Captain Rude or Unfriendly,"Good service, will ride again"
FDBK034835,,3,5,No Helmet Provided,Captain was polite and helpful
FDBK034836,RIDE004185,1,1,Captain Rude or Unfriendly,"Helmet not provided, unsafe"
FDBK034837,,5,1,Bike in Poor Condition,Bike was not clean
FDBK034838,RIDE044437,5,2,No Helmet Provided,Traffic was handled well
FDBK034839,RIDE030734,3,4,Fare Overcharged,Captain arrived late
FDBK034840,RIDE012075,1,5,Long Wait Time,Captain arrived late
FDBK034841,RIDE062182,2,5,,Bike was not clean
FDBK034842,RIDE066925,1,5,Unsafe Driving / Speeding,Traffic was handled well
FDBK034843,,3,4,Unsafe Driving / Speeding,
FDBK034844,RIDE016176,3,1,,Ride was smooth and quick
FDBK034845,RIDE025700,4,3,Unsafe Driving / Speeding,Captain arrived late
FDBK034846,RIDE002997,2,3,Route Issues / Longer Route Taken,Ride experience could be better
FDBK034847,RIDE020542,5,3,Navigation Confusion,Captain arrived late
FDBK034848,RIDE003336,1,2,Captain Rude or Unfriendly,Not satisfied with behaviour
FDBK034849,RIDE047922,1,1,Route Issues / Longer Route Taken,"Helmet not provided, unsafe"
FDBK034850,RIDE035414,5,5,Long Wait Time,Ride experience could be better
FDBK034851,RIDE020708,5,1,Navigation Confusion,Captain was polite and helpful
FDBK034852,RIDE053562,5,3,No Issues,Captain arrived late
FDBK034853,RIDE051585,2,2,No Helmet Provided,Ride was smooth and quick
FDBK034854,RIDE004368,2,2,No Helmet Provided,Not satisfied with behaviour
FDBK034855,RIDE058079,2,2,Navigation Confusion,"Helmet not provided, unsafe"
FDBK034856,RIDE000187,1,2,Bike in Poor Condition,Ride experience could be better
FDBK034857,RIDE038488,4,2,No Issues,"Helmet not provided, unsafe"
FDBK034858,RIDE046095,4,1,Unsafe Driving / Speeding,Captain was polite and helpful
FDBK034859,RIDE054893,3,1,Long Wait Time,Captain arrived late
FDBK034860,RIDE021072,5,5,Fare Overcharged,Fare charged was higher than expected
FDBK034861,RIDE054504,3,1,No Helmet Provided,
FDBK034862,RIDE013693,5,4,Captain Arrived Late,"Helmet not provided, unsafe"
FDBK034863,RIDE063865,1,4,Long Wait Time,Not satisfied with behaviour
FDBK034864,RIDE057923,1,5,Bike in Poor Condition,Captain arrived late
FDBK034865,RIDE066511,2,3,Bike in Poor Condition,Ride experience could be better
FDBK034866,RIDE032537,5,3,No Issues,"Helmet not provided, unsafe"
FDBK034867,RIDE011462,5,3,Fare Overcharged,
FDBK034868,RIDE035811,5,4,Captain Arrived Late,Ride was smooth and quick
FDBK034869,RIDE045846,3,4,Fare Overcharged,Captain was polite and helpful
FDBK034870,RIDE045808,2,5,Bike in Poor Condition,"Helmet not provided, unsafe"
FDBK034871,RIDE045272,4,2,Navigation Confusion,
FDBK034872,RIDE010247,3,3,Navigation Confusion,"Good service, will ride again"
FDBK034873,RIDE006145,2,2,Captain Rude or Unfriendly,Captain arrived late
FDBK034874,RIDE034858,5,5,Unsafe Driving / Speeding,
FDBK034875,RIDE043041,4,2,Route Issues / Longer Route Taken,Captain arrived late
FDBK034876,,1,2,No Issues,Ride was smooth and quick
FDBK034877,RIDE004787,3,1,Long Wait Time,Traffic was handled well
FDBK034878,RIDE033299,2,3,Fare Overcharged,Not satisfied with behaviour
FDBK034879,RIDE007703,3,4,,Captain arrived late
FDBK034880,RIDE043048,4,,Navigation Confusion,Captain arrived late
FDBK034881,RIDE028620,5,5,Long Wait Time,Captain arrived late
FDBK034882,RIDE076004,2,1,Fare Overcharged,Captain arrived late
FDBK034883,RIDE035330,3,4,Captain Rude or Unfriendly,
FDBK034884,RIDE042960,1,4,Navigation Confusion,Captain was polite and helpful
FDBK034885,RIDE074377,1,2,Bike in Poor Condition,Ride was smooth and quick
FDBK034886,,1,2,Long Wait Time,Bike was not clean
FDBK034887,RIDE031290,3,2,Unsafe Driving / Speeding,"Helmet not provided, unsafe"
FDBK034888,,2,1,Long Wait Time,Traffic was handled well
FDBK034889,RIDE049455,5,5,Fare Overcharged,"Good service, will ride again"
FDBK034890,RIDE010281,,3,Navigation Confusion,Bike was not clean
FDBK034891,RIDE036906,4,4,Long Wait Time,Captain arrived late
FDBK034892,RIDE047034,3,4,Route Issues / Longer Route Taken,Captain was polite and helpful
FDBK034893,RIDE003034,3,4,Long Wait Time,Ride was smooth and quick
FDBK034894,RIDE048711,2,2,Fare Overcharged,"Helmet not provided, unsafe"
FDBK034895,RIDE001313,,3,Fare Overcharged,Not satisfied with behaviour
FDBK034896,RIDE039536,3,3,Navigation Confusion,Traffic was handled well
FDBK034897,RIDE016054,1,1,No Helmet Provided,Captain arrived late
FDBK034898,RIDE026493,5,3,No Issues,Not satisfied with behaviour
FDBK034899,RIDE025109,2,5,Captain Arrived Late,Traffic was handled well
FDBK034900,RIDE075113,3,5,,Bike was not clean
FDBK034901,RIDE017303,5,3,Navigation Confusion,Fare charged was higher than expected
FDBK034902,RIDE039972,4,3,No Issues,"Helmet not provided, unsafe"
FDBK034903,RIDE041620,4,5,No Issues,Bike was not clean
FDBK034904,RIDE006632,4,5,Fare Overcharged,"Good service, will ride again"
FDBK034905,RIDE047070,4,,No Issues,"Helmet not provided, unsafe"
FDBK034906,RIDE002858,3,5,Fare Overcharged,
FDBK034907,RIDE047253,1,,Captain Arrived Late,"Good service, will ride again"
FDBK034908,RIDE040454,4,2,Fare Overcharged,Ride experience could be better
FDBK034909,RIDE027976,4,1,Navigation Confusion,Not satisfied with behaviour
FDBK034910,RIDE000903,3,3,,Fare charged was higher than expected
FDBK034911,RIDE028036,5,2,Fare Overcharged,Traffic was handled well
FDBK034912,RIDE039297,3,2,Captain Arrived Late,
FDBK034913,RIDE024951,4,1,Bike in Poor Condition,Fare charged was higher than expected
FDBK034914,RIDE051698,5,1,Fare Overcharged,Fare charged was higher than expected
FDBK034915,RIDE045662,2,1,Long Wait Time,Ride experience could be better
FDBK034916,,5,3,Bike in Poor Condition,Captain was polite and helpful
FDBK034917,,3,4,Fare Overcharged,Bike was not clean
FDBK034918,RIDE011880,5,3,Fare Overcharged,Ride was smooth and quick
FDBK034919,RIDE033995,1,2,Captain Rude or Unfriendly,Not satisfied with behaviour
FDBK034920,RIDE024943,4,1,Bike in Poor Condition,Traffic was handled well
FDBK034921,RIDE030865,4,2,Captain Arrived Late,Captain arrived late
FDBK034922,RIDE074895,,4,,Bike was not clean
FDBK034923,RIDE044402,2,3,Unsafe Driving / Speeding,Bike was not clean
FDBK034924,RIDE051432,5,3,Long Wait Time,"Helmet not provided, unsafe"
FDBK034925,RIDE050997,5,3,Bike in Poor Condition,"Good service, will ride again"
FDBK034926,RIDE039318,1,,Long Wait Time,Captain arrived late
FDBK034927,RIDE041823,1,,Unsafe Driving / Speeding,"Helmet not provided, unsafe"
FDBK034928,RIDE006174,4,3,Navigation Confusion,
FDBK034929,RIDE051489,2,5,Fare Overcharged,Fare charged was higher than expected
FDBK034930,RIDE027289,4,3,Captain Rude or Unfriendly,Traffic was handled well
FDBK034931,RIDE023823,3,,Captain Rude or Unfriendly,"Helmet not provided, unsafe"
FDBK034932,RIDE016662,1,4,Captain Rude or Unfriendly,Ride was smooth and quick
FDBK034933,RIDE046211,1,1,No Helmet Provided,"Helmet not provided, unsafe"
FDBK034934,RIDE027387,3,5,Fare Overcharged,Bike was not clean
FDBK034935,RIDE050463,2,2,Long Wait Time,"Helmet not provided, unsafe"
FDBK034936,RIDE051432,1,5,,
FDBK034937,RIDE038206,4,,Unsafe Driving / Speeding,Captain was polite and helpful
FDBK034938,RIDE008108,1,4,Route Issues / Longer Route Taken,Not satisfied with behaviour
FDBK034939,RIDE024656,4,4,Route Issues / Longer Route Taken,Bike was not clean
FDBK034940,RIDE068267,4,3,Fare Overcharged,
FDBK034941,RIDE049844,3,3,Navigation Confusion,
FDBK034942,RIDE063187,1,3,Unsafe Driving / Speeding,Bike was not clean
FDBK034943,RIDE021260,3,3,No Helmet Provided,"Helmet not provided, unsafe"
FDBK034944,RIDE053756,2,1,Navigation Confusion,
FDBK034945,RIDE052806,4,4,,Fare charged was higher than expected
FDBK034946,RIDE024196,2,4,Unsafe Driving / Speeding,Fare charged was higher than expected
FDBK034947,RIDE038169,1,1,No Issues,Fare charged was higher than expected
FDBK034948,RIDE016352,1,3,Bike in Poor Condition,Not satisfied with behaviour
FDBK034949,RIDE037760,1,5,No Issues,Traffic was handled well
FDBK034950,RIDE052610,2,2,Captain Rude or Unfriendly,Ride was smooth and quick
FDBK034951,RIDE019154,5,3,Unsafe Driving / Speeding,Ride was smooth and quick
FDBK034952,RIDE075541,3,1,Long Wait Time,Ride experience could be better
FDBK034953,RIDE021782,4,3,Unsafe Driving / Speeding,"Good service, will ride again"
FDBK034954,RIDE079464,4,5,,"Good service, will ride again"
FDBK034955,RIDE065945,2,,Captain Arrived Late,Not satisfied with behaviour
FDBK034956,RIDE027203,1,1,No Issues,Captain was polite and helpful
FDBK034957,RIDE035488,2,5,No Helmet Provided,Not satisfied with behaviour
FDBK034958,RIDE034417,1,4,Fare Overcharged,"Good service, will ride again"
FDBK034959,,1,4,Bike in Poor Condition,Ride experience could be better
FDBK034960,RIDE038486,1,,Fare Overcharged,Bike was not clean
FDBK034961,RIDE050367,3,1,Bike in Poor Condition,Fare charged was higher than expected
FDBK034962,RIDE051900,2,4,,Fare charged was higher than expected
FDBK034963,RIDE051173,4,3,Captain Rude or Unfriendly,Captain was polite and helpful
FDBK034964,RIDE014769,5,3,Navigation Confusion,
FDBK034965,RIDE067205,2,4,No Issues,"Good service, will ride again"
FDBK034966,RIDE048322,,2,Captain Rude or Unfriendly,Traffic was handled well
FDBK034967,RIDE074841,4,2,,Fare charged was higher than expected
FDBK034968,RIDE030471,3,1,Fare Overcharged,Ride experience could be better
FDBK034969,RIDE043694,2,,No Helmet Provided,Fare charged was higher than expected
FDBK034970,RIDE028148,,2,,"Good service, will ride again"
FDBK034971,RIDE076644,1,3,Navigation Confusion,Captain was polite and helpful
FDBK034972,RIDE000482,3,2,Fare Overcharged,Captain arrived late
FDBK034973,RIDE078127,1,4,No Helmet Provided,Ride was smooth and quick
FDBK034974,RIDE008882,2,4,No Helmet Provided,Ride was smooth and quick
FDBK034975,RIDE010270,5,4,Captain Rude or Unfriendly,"Good service, will ride again"
FDBK034976,RIDE058215,1,4,Long Wait Time,"Good service, will ride again"
FDBK034977,RIDE073484,5,1,Route Issues / Longer Route Taken,Bike was not clean
FDBK034978,,4,2,Bike in Poor Condition,Traffic was handled well
FDBK034979,,4,3,Captain Arrived Late,Ride experience could be better
FDBK034980,RIDE014766,,1,,"Helmet not provided, unsafe"
FDBK034981,RIDE019485,2,5,Fare Overcharged,"Good service, will ride again"
FDBK034982,RIDE016153,1,1,No Helmet Provided,Fare charged was higher than expected
FDBK034983,RIDE010892,1,5,No Issues,Fare charged was higher than expected
FDBK034984,RIDE037342,2,3,Captain Rude or Unfriendly,Captain was polite and helpful
FDBK034985,RIDE025676,3,4,,
FDBK034986,RIDE011081,2,2,Long Wait Time,Bike was not clean
FDBK034987,RIDE009608,5,5,Captain Arrived Late,"Helmet not provided, unsafe"
FDBK034988,RIDE027533,4,2,No Issues,"Helmet not provided, unsafe"
FDBK034989,RIDE029832,2,2,Long Wait Time,Fare charged was higher than expected
FDBK034990,RIDE056517,3,1,Route Issues / Longer Route Taken,Captain arrived late
FDBK034991,RIDE053150,4,4,No Issues,Bike was not clean
FDBK034992,RIDE075758,4,3,Route Issues / Longer Route Taken,
FDBK034993,RIDE049252,3,2,Route Issues / Longer Route Taken,Captain was polite and helpful
FDBK034994,,5,1,No Helmet Provided,Fare charged was higher than expected
FDBK034995,RIDE029448,4,2,Navigation Confusion,"Helmet not provided, unsafe"
FDBK034996,RIDE004649,2,1,Bike in Poor Condition,Bike was not clean
FDBK034997,RIDE070100,,,,Ride was smooth and quick
FDBK034998,RIDE024496,4,1,Navigation Confusion,Fare charged was higher than expected
FDBK034999,RIDE077555,,3,Captain Rude or Unfriendly,Not satisfied with behaviour
FDBK035000,RIDE076508,3,5,Captain Rude or Unfriendly,Captain was polite and helpful
FDBK035001,RIDE033132,1,5,Captain Rude or Unfriendly,Ride experience could be better
FDBK035002,RIDE061908,2,2,Bike in Poor Condition,Traffic was handled well
FDBK035003,RIDE078837,1,3,Bike in Poor Condition,
FDBK035004,RIDE053903,1,3,Bike in Poor Condition,Ride was smooth and quick
FDBK035005,RIDE039231,5,1,,Not satisfied with behaviour
FDBK035006,RIDE017015,,1,Captain Arrived Late,Ride was smooth and quick
FDBK035007,RIDE079888,,1,Captain Rude or Unfriendly,Ride experience could be better
FDBK035008,RIDE048619,1,1,Bike in Poor Condition,Not satisfied with behaviour
FDBK035009,RIDE068389,1,1,No Helmet Provided,Ride experience could be better
FDBK035010,RIDE062756,5,5,,"Good service, will ride again"
FDBK035011,RIDE014616,5,4,Route Issues / Longer Route Taken,"Good service, will ride again"
FDBK035012,,5,5,Fare Overcharged,Not satisfied with behaviour
FDBK035013,RIDE064564,4,1,Long Wait Time,Ride was smooth and quick
FDBK035014,RIDE069642,5,1,Bike in Poor Condition,Ride was smooth and quick
FDBK035015,RIDE066052,1,2,Captain Rude or Unfriendly,Not satisfied with behaviour
FDBK035016,RIDE069144,1,2,Route Issues / Longer Route Taken,"Helmet not provided, unsafe"
FDBK035017,RIDE024619,5,2,Bike in Poor Condition,Ride was smooth and quick
FDBK035018,RIDE059817,3,3,No Helmet Provided,Traffic was handled well
FDBK035019,RIDE044391,4,1,Captain Rude or Unfriendly,Captain was polite and helpful
FDBK035020,RIDE000324,3,3,Captain Rude or Unfriendly,Captain arrived late
FDBK035021,RIDE061665,2,1,Fare Overcharged,"Good service, will ride again"
FDBK035022,RIDE010966,1,3,Long Wait Time,
FDBK035023,,3,5,No Issues,Ride experience could be better
FDBK035024,RIDE050109,5,2,,Ride was smooth and quick
FDBK035025,RIDE035833,1,1,Bike in Poor Condition,Bike was not clean
FDBK035026,RIDE058734,2,2,Bike in Poor Condition,Traffic was handled well
FDBK035027,RIDE024200,1,4,,Fare charged was higher than expected
FDBK035028,RIDE075173,1,3,No Helmet Provided,
FDBK035029,,,5,No Issues,"Good service, will ride again"
FDBK035030,RIDE008266,2,3,,Traffic was handled well
FDBK035031,RIDE049140,4,5,Captain Rude or Unfriendly,Ride was smooth and quick
FDBK035032,RIDE054859,2,5,Bike in Poor Condition,Ride experience could be better
FDBK035033,RIDE072810,2,,Long Wait Time,Ride experience could be better
FDBK035034,RIDE017219,1,5,No Helmet Provided,"Good service, will ride again"
FDBK035035,RIDE047269,2,1,Navigation Confusion,Traffic was handled well
FDBK035036,RIDE044641,,5,No Helmet Provided,Fare charged was higher than expected
FDBK035037,RIDE017752,4,3,,Ride was smooth and quick
FDBK035038,RIDE020504,4,4,Navigation Confusion,Ride was smooth and quick
FDBK035039,RIDE015349,,3,Fare Overcharged,Ride was smooth and quick
FDBK035040,RIDE051979,1,5,Fare Overcharged,Not satisfied with behaviour
FDBK035041,RIDE062914,1,4,Unsafe Driving / Speeding,"Helmet not provided, unsafe"
FDBK035042,RIDE072047,4,3,No Issues,
FDBK035043,RIDE039281,,4,Navigation Confusion,Bike was not clean
FDBK035044,RIDE042590,,1,Captain Arrived Late,
FDBK035045,RIDE027585,5,4,No Issues,"Good service, will ride again"
FDBK035046,RIDE021601,3,2,,"Helmet not provided, unsafe"
FDBK035047,RIDE050637,3,1,Unsafe Driving / Speeding,Ride was smooth and quick
FDBK035048,RIDE011023,,4,Captain Rude or Unfriendly,
FDBK035049,RIDE008132,2,1,No Issues,
FDBK035050,RIDE009417,,1,Fare Overcharged,Ride was smooth and quick
FDBK035051,RIDE040013,3,5,Captain Arrived Late,Traffic was handled well
FDBK035052,RIDE051144,2,2,Fare Overcharged,Captain arrived late
FDBK035053,RIDE065029,4,1,Navigation Confusion,Fare charged was higher than expected
FDBK035054,RIDE044059,1,,Fare Overcharged,Bike was not clean
FDBK035055,RIDE054513,2,3,,"Helmet not provided, unsafe"
FDBK035056,RIDE050322,5,1,Navigation Confusion,Not satisfied with behaviour
FDBK035057,RIDE049520,5,2,No Helmet Provided,Not satisfied with behaviour
FDBK035058,RIDE011772,2,2,,"Good service, will ride again"
FDBK035059,RIDE041657,5,2,Bike in Poor Condition,"Helmet not provided, unsafe"
FDBK035060,RIDE030833,4,3,Fare Overcharged,"Good service, will ride again"
FDBK035061,RIDE020192,3,5,Unsafe Driving / Speeding,Ride was smooth and quick
FDBK035062,RIDE058711,5,2,Bike in Poor Condition,Captain arrived late
FDBK035063,RIDE071911,5,,Fare Overcharged,Fare charged was higher than expected
FDBK035064,RIDE064944,3,3,No Issues,Not satisfied with behaviour
FDBK035065,RIDE047625,5,4,Route Issues / Longer Route Taken,Traffic was handled well
FDBK035066,RIDE034131,2,5,Route Issues / Longer Route Taken,Traffic was handled well
FDBK035067,RIDE079585,1,4,Navigation Confusion,Traffic was handled well
FDBK035068,RIDE029779,1,1,Route Issues / Longer Route Taken,Not satisfied with behaviour
FDBK035069,RIDE037239,4,1,No Helmet Provided,Fare charged was higher than expected
FDBK035070,RIDE044432,1,1,Captain Arrived Late,Captain was polite and helpful
FDBK035071,RIDE059762,,4,No Issues,"Good service, will ride again"
FDBK035072,RIDE066741,5,1,Long Wait Time,
FDBK035073,RIDE077499,2,3,No Helmet Provided,Bike was not clean
FDBK035074,RIDE047571,5,1,,Traffic was handled well
FDBK035075,RIDE020977,2,5,Captain Arrived Late,"Helmet not provided, unsafe"
FDBK035076,RIDE055561,5,4,Route Issues / Longer Route Taken,
FDBK035077,RIDE050205,1,5,Navigation Confusion,Bike was not clean
FDBK035078,RIDE041452,5,1,,Bike was not clean
FDBK035079,,2,5,Unsafe Driving / Speeding,Bike was not clean
FDBK035080,RIDE047406,,1,,Traffic was handled well
FDBK035081,,1,1,Unsafe Driving / Speeding,Traffic was handled well
FDBK035082,,3,3,No Issues,Not satisfied with behaviour
FDBK035083,,3,5,Unsafe Driving / Speeding,Fare charged was higher than expected
FDBK035084,RIDE026310,1,1,Long Wait Time,"Good service, will ride again"
FDBK035085,RIDE001856,4,3,Route Issues / Longer Route Taken,Traffic was handled well
FDBK035086,RIDE035293,5,3,Navigation Confusion,Bike was not clean
FDBK035087,RIDE003713,5,5,Captain Rude or Unfriendly,
FDBK035088,RIDE006834,4,1,Route Issues / Longer Route Taken,"Good service, will ride again"
FDBK035089,RIDE057697,5,3,Captain Arrived Late,Traffic was handled well
FDBK035090,,2,3,Captain Arrived Late,
FDBK035091,RIDE046344,4,5,Bike in Poor Condition,Fare charged was higher than expected
FDBK035092,RIDE024518,1,1,,Captain was polite and helpful
FDBK035093,RIDE051104,,3,No Issues,Not satisfied with behaviour
FDBK035094,RIDE061319,5,1,Unsafe Driving / Speeding,"Good service, will ride again"
